Tipo_Pericia,Tipo_Local,Qtd_Objetos,Qtd_Fotos,Qtd_Fitas,Horario_Exame,Delegacia,Tecnica_Utilizada,Violencia_Domestica,Vitima_Idosa,Classificacao_Prioridade
Extorsão,Residência,0,31,2,2023-09-06 03:28:00,DRFC (Furtos),"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.4132
Ameaça,Pátio,0,56,0,data_invalida,DEAM (Mulher),"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.316
Latrocínio e/ou Tentativa de Latrocínio,Estabelecimento Comercial,4,23,1,2023-09-26 13:55:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna",False,True,0.8561
Furto de Energia Elétrica ou Termodinâmica,Pátio,4,19,0,2023-08-08 22:49:00,DEAM (Mulher),"Macrofotografia, Empoamento",False,False,0.1516
Cadáver Encontrado,Hospital,4,50,1,2023-11-30 02:31:00,DRFC (Furtos),"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.1668
Estelionato,Estabelecimento Comercial,7,9,0,2023-10-08 12:52:00,2ª DP,Macrofotografia,True,True,0.4295
Roubo,Hospital,0,16,1,2023-06-27 02:07:00,3ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.4259
Cadáver Encontrado,Hospital,0,39,0,2023-12-17 19:54:00,1ª DP,EMPOAMENTO,False,True,0.2856
Aborto,Via Pública,3,14,0,31/02/2023 25:00:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia",True,False,0.3076
Homicídio,Pátio,0,23,10,2023-11-13 15:31:00,1ª DP,Macrofotografia,False,False,0.7007
Ossada Encontrada,Área Rural,5,9,1,2023-04-28 19:06:00,2ª DP,Macrofotografia,True,False,0.3425
Tráfico de Entorpecentes,Área Rural,1,23,3,2023-01-30 02:20:00,DHPP (Homicídios),"Macrofotografia, Empoamento, Luz forense/lanterna",False,True,0.2717
Pichação,Via Pública,0,6,1,2023-06-15 07:30:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento",False,True,0.2872
Arremesso de Projétil,Estabelecimento Comercial,5,24,1,2023-02-05 11:55:00,2ª DP,"Macrofotografia, Empoamento",False,False,0.1237
Feminicídio,Hospital,1,24,0,2023-11-07 21:30:00,3ª DP,"Luz forense/lanterna, Empoamento",True,False,0.866
Furto,Estabelecimento Comercial,2,7,999999,2023-10-18 01:57:00,3ª DP,"Luz forense/lanterna, Macrofotografia",True,False,0.3226
Aborto,Pátio,0,46,1,2023-08-05 16:50:00,2ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,True,0.2691
Aborto,Terreno Baldio,0,16,3,2023-01-31 12:41:00,2ª DP,Luz forense/lanterna,False,True,0.3322
Suicídio,Estabelecimento Comercial,2,22,6,31/02/2023 25:00:00,2ª DP,"Luz forense/lanterna, Macrofotografia",True,True,0.4679
Afogamento,Via Pública,0,6,1,2023-03-28 20:09:00,DHPP (Homicídios),Luz forense/lanterna,True,False,0.26
Explosão (com vítima),Terreno Baldio,0,7,0,2023-10-02 17:10:00,1ª DP,Luz forense/lanterna,False,False,0.419
Aborto,Terreno Baldio,2,71,2,2023-08-22 13:36:00,DRFC (Furtos),"Luz forense/lanterna, Macrofotografia",False,False,0.1589
Feminicídio,Pátio,2,6,1,2023-09-29 02:06:00,DRFC (Furtos),"Luz forense/lanterna, Macrofotografia",True,True,0.9796
Incêndio (sem vítima),Hospital,0,10,0,2023-04-22 00:14:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna, Macrofotografia",False,True,0.2587
Incêndio (sem vítima),Residência,2,35,0,2023-07-03 11:16:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.1418
Violação de Sepultura,DP,0,8,2,2023-02-14 13:14:00,3ª DP,"Empoamento, Luz forense/lanterna",True,False,0.3284
Furto de Energia Elétrica ou Termodinâmica,Via Pública,1,24,0,2023-01-03 04:55:00,DHPP (Homicídios),"Empoamento, Macrofotografia, Luz forense/lanterna",Nao,False,0.1411
Furto,Via Pública,0,24,3,2023-10-07 09:21:00,DEAM (Mulher),Macrofotografia,False,False,0.1318
Local de Estupro e/ou Veículo Envolvido em Estupro,Estabelecimento Comercial,1,5,0,2023-06-03 10:49:00,DHPP (Homicídios),"Macrofotografia, Empoamento",False,False,0.6607
Explosão (com vítima),DP,3,15,2,2023-06-28 00:54:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna",True,True,0.6552
Maus Tratos de Animal,Via Pública,7,38,1,2023-07-19 06:51:00,2ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.1386
Afogamento,Pátio,1,7,0,2023-11-29 10:40:00,3ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",True,True,0.423
Exercício Arbitrário das Próprias Razões,Área Rural,4,7,1,2023-02-14 22:24:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna",False,False,0.1933
Estelionato,Estabelecimento Comercial,1,38,2,2023-04-13 06:52:00,DRFC (Furtos),"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.2685
Maus Tratos de Animal,Hospital,0,27,1,2023-07-14 18:26:00,DEAM (Mulher),Macrofotografia,False,Sim,0.1945
Arremesso de Projétil,Residência,0,37,0,2023-07-19 01:03:00,DHPP (Homicídios),Empoamento,True,True,0.4328
Disparo de Arma de Fogo,Área Rural,1,N/A,2,2023-10-06 12:30:00,DRFC (Furtos),"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.5606
Veículo Localizado (furtado ou roubado),Estabelecimento Comercial,3,15,4,2023-02-27 19:56:00,3ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",False,True,0.2589
Aborto,DP,0,101,0,2023-10-05 18:11:00,3ª DP,Empoamento,True,False,0.3429
Roubo,DP,2,74,1,2023-04-24 18:57:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.5929
Receptação,Residência,0,98,0,2023-02-16 17:26:00,1ª DP,"Macrofotografia, Luz forense/lanterna",False,True,0.26
Feminicídio,Área Rural,11,12,1,2023-11-19 10:38:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento",True,False,0.8173
Local de Estupro e/ou Veículo Envolvido em Estupro,Área Rural,2,39,1,2023-07-31 06:47:00,2ª DP,Luz forense/lanterna,True,True,0.9842
Aborto,Estabelecimento Comercial,3,25,0,2023-12-20 14:31:00,DRFC (Furtos),"Empoamento, Macrofotografia",False,False,0.1909
Adulteração de Placa e/ou Lacre,DP,1,67,2,2023-09-14 13:42:00,2ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,True,0.4992
Tentativa de Homicídio,Residência,5,5,1,2023-05-22 16:13:00,DHPP (Homicídios),Empoamento,True,True,0.9943
Explosão (com vítima),Residência,7,13,2,2023-11-20 04:39:00,3ª DP,Luz forense/lanterna,True,False,0.5838
Furto de Energia Elétrica ou Termodinâmica,Área Rural,2,12,3,2023-11-20 06:17:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna, Macrofotografia",True,True,0.4651
Infanticídio,Área Rural,2,60,0,2023-01-07 00:35:00,1ª DP,"Empoamento, Macrofotografia",True,1,0.812
Violação de Sepultura,Área Rural,6,23,1,2023-09-20 12:52:00,1ª DP,Macrofotografia,True,True,0.4926
Explosão (com vítima),Estabelecimento Comercial,5,30,0,2023-03-05 06:50:00,3ª DP,"Empoamento, Luz forense/lanterna",False,True,0.5797
Eletroplessão,Estabelecimento Comercial,0,12,0,2023-10-02 02:47:00,DEAM (Mulher),"Empoamento, Macrofotografia",False,False,0.1398
Receptação,Via Pública,0,28,1,2023-05-09 09:06:00,DHPP (Homicídios),"Macrofotografia, Empoamento, Luz forense/lanterna",True,True,0.4117
Dano,Residência,1,11,1,2023-05-11 06:37:00,1ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,True,0.4346
Furto,Estabelecimento Comercial,4,20,2,2023-05-11 15:31:00,2ª DP,Macrofotografia,False,False,0.196
Disparo de Arma de Fogo,DP,2,52,1,2023-03-13 12:46:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento",False,False,0.3724
Homicídio,DP,1,6,1,2023-02-27 00:37:00,2ª DP,Empoamento,False,False,0.6503
Exercício Arbitrário das Próprias Razões,DP,1,38,4,2023-02-15 20:51:00,DEAM (Mulher),"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.2746
Roubo,Pátio,2,26,0,2023-06-27 11:41:00,2ª DP,Luz forense/lanterna,False,False,0.3964
Tentativa de Homicídio,Estabelecimento Comercial,0,15,0,2023-05-15 19:00:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.7366
Latrocínio e/ou Tentativa de Latrocínio,Pátio,4,32,0,2023-04-21 13:17:00,1ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.6946
Morte Aparentemente Natural,Área Rural,2,20,1,2023-08-30 12:51:00,DRFC (Furtos),"Macrofotografia, Empoamento, Luz forense/lanterna",False,True,0.2962
Aborto,Residência,0,47,2,2023-12-04 19:43:00,2ª DP,Luz forense/lanterna,True,True,0.447
Dano,Terreno Baldio,5,74,1,2023-05-08 00:54:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.1234
Dano Seguido de Lesão Corporal,Residência,0,14,0,2023-10-14 21:47:00,1ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.5518
Desmanche de Veículos,Hospital,0,30,1,2023-07-17 19:15:00,DRFC (Furtos),Macrofotografia,True,False,0.289
Arremesso de Projétil,Área Rural,2,27,0,2023-06-18 03:29:00,DEAM (Mulher),"Macrofotografia, Empoamento",False,True,0.267
Homicídio,Terreno Baldio,1,35,5,2023-02-18 04:27:00,3ª DP,"Empoamento, Luz forense/lanterna",False,False,0.7446
Feto Encontrado,Hospital,2,5,2,2023-01-04 12:08:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento, Luz forense/lanterna",True,True,0.9836
Abandono de Incapaz,Área Rural,3,14,2,2023-07-22 15:33:00,3ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,True,1.0
Cadáver Encontrado,Hospital,1,22,0,2023-02-13 02:58:00,3ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.1838
Marca em Animal,Terreno Baldio,0,48,0,2023-11-07 08:42:00,3ª DP,Empoamento,True,False,0.3026
Receptação,Pátio,3,5,3,2023-11-26 14:44:00,2ª DP,"Macrofotografia, Luz forense/lanterna",True,False,0.3447
Violação de Sepultura,Área Rural,0,8,1,2023-02-06 07:28:00,1ª DP,"Macrofotografia, Empoamento",False,True,0.3083
Estelionato,Terreno Baldio,8,6,1,2023-03-05 14:32:00,2ª DP,Macrofotografia,False,False,0.1633
Latrocínio e/ou Tentativa de Latrocínio,Via Pública,7,5,4,2023-01-16 23:08:00,2ª DP,Macrofotografia,True,False,0.8525
Veículo Localizado (furtado ou roubado),Hospital,4,8,4,2023-02-26 05:43:00,DRFC (Furtos),Macrofotografia,False,True,0.2888
Violação de Sepultura,Terreno Baldio,1,8,2,2023-02-26 09:16:00,3ª DP,Macrofotografia,False,False,0.1719
Arremesso de Projétil,Hospital,0,20,0,2023-05-10 12:16:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento",True,True,0.4171
Extorsão,Área Rural,0,13,0,2023-04-26 23:46:00,DCA (Criança e Adolescente),Luz forense/lanterna,True,True,0.6642
Roubo,Via Pública,0,56,0,2023-05-17 09:19:00,1ª DP,Empoamento,True,False,0.5634
Incêndio (com vítima),Pátio,19,12,0,2023-09-30 00:41:00,2ª DP,Luz forense/lanterna,False,False,0.3712
Infanticídio,Residência,0,31,0,2023-02-05 15:41:00,3ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",True,True,1.0
Furto,Hospital,1,27,0,2023-11-19 10:20:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna",True,False,0.2872
Incêndio (com vítima),Hospital,1,12,1,2023-03-17 13:37:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.5401
Furto Qualificado (arrombamento),Estabelecimento Comercial,0,66,2,2023-03-28 08:42:00,DCA (Criança e Adolescente),"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.2608
Furto Qualificado (arrombamento),Hospital,1,24,6,2023-11-08 18:32:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna",False,True,0.3463
Incêndio (com vítima),Estabelecimento Comercial,0,10,1,2023-05-06 09:11:00,2ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.5933
Pichação,Hospital,3,7,1,2023-11-18 02:56:00,1ª DP,"Macrofotografia, Empoamento",True,False,0.2603
Desmanche de Veículos,Hospital,3,36,4,2023-08-09 15:10:00,2ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.3267
Feto Encontrado,Pátio,0,16,1,2023-05-02 01:06:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.7484
Infanticídio,Terreno Baldio,2,29,2,2023-02-18 20:27:00,3ª DP,"Macrofotografia, Luz forense/lanterna",True,True,1.0
Explosão (sem vítima),Estabelecimento Comercial,0,24,0,2023-02-01 01:50:00,3ª DP,"Luz forense/lanterna, Empoamento",False,False,0.1042
Violação de Domicílio,DP,1,12,2,2023-09-14 14:02:00,DRFC (Furtos),"Luz forense/lanterna, Macrofotografia",True,False,0.2784
Furto em Interior de Veículo,Estabelecimento Comercial,2,14,1,2023-12-29 01:01:00,DRFC (Furtos),Empoamento,False,False,0.118
Adulteração de Placa e/ou Lacre,Terreno Baldio,4,6,1,2023-10-01 11:17:00,DRFC (Furtos),Luz forense/lanterna,False,False,0.1821
Marca em Animal,Estabelecimento Comercial,3,10,1,2023-11-18 19:59:00,DHPP (Homicídios),"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.2659
Adulteração de Placa e/ou Lacre,DP,2,7,3,2023-06-25 14:20:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.1231
Disparo de Arma de Fogo,Residência,0,77,1,2023-11-08 03:21:00,3ª DP,Luz forense/lanterna,False,False,0.411
Extorsão,Via Pública,6,31,7,2023-04-21 18:41:00,2ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.3865
Feminicídio,Terreno Baldio,2,12,1,2023-06-11 18:50:00,1ª DP,Macrofotografia,True,True,0.9852
Suicídio,Pátio,1,35,3,2023-11-05 00:24:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna",False,True,0.293
Explosão (sem vítima),DP,2,9,2,2023-03-28 03:25:00,1ª DP,"Empoamento, Macrofotografia",True,False,0.2786
Disparo de Arma de Fogo,Residência,4,54,1,2023-12-23 04:02:00,1ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,True,0.537
Furto d'água,Via Pública,0,14,5,2023-04-06 01:03:00,1ª DP,Empoamento,False,False,0.129
Latrocínio e/ou Tentativa de Latrocínio,Terreno Baldio,2,45,0,2023-05-02 12:56:00,DHPP (Homicídios),"Macrofotografia, Empoamento, Luz forense/lanterna",False,True,0.8318
Dano,Via Pública,0,15,2,2023-12-13 16:10:00,DHPP (Homicídios),Macrofotografia,True,False,0.291
Latrocínio e/ou Tentativa de Latrocínio,Residência,0,23,4,2023-12-23 22:11:00,2ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,True,0.9592
Ossada Encontrada,Área Rural,1,6,3,2023-04-11 13:55:00,3ª DP,"Luz forense/lanterna, Empoamento",False,False,0.146
Explosão (sem vítima),Hospital,0,35,2,2023-01-20 00:17:00,2ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.1277
Ameaça,Pátio,0,5,0,2023-05-11 21:53:00,DCA (Criança e Adolescente),Luz forense/lanterna,True,False,0.2755
Violação de Sepultura,Terreno Baldio,4,5,0,2023-06-13 09:39:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Macrofotografia, Empoamento",True,True,0.4004
Exercício Arbitrário das Próprias Razões,Estabelecimento Comercial,4,44,1,2024-01-01 05:32:00,2ª DP,Macrofotografia,False,False,0.1308
Arremesso de Projétil,Área Rural,1,22,4,2023-03-27 05:12:00,DHPP (Homicídios),"Macrofotografia, Empoamento",False,True,0.3304
Explosão (sem vítima),Área Rural,1,5,4,2023-07-03 13:11:00,2ª DP,"Luz forense/lanterna, Empoamento",False,True,0.3374
Furto d'água,Estabelecimento Comercial,4,55,1,2023-02-15 03:55:00,2ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",True,True,0.4924
Tráfico de Entorpecentes,Residência,0,13,1,2023-05-15 09:54:00,1ª DP,"Empoamento, Luz forense/lanterna",True,True,0.4643
Furto d'água,Estabelecimento Comercial,3,63,1,2023-07-05 00:23:00,DCA (Criança e Adolescente),Macrofotografia,False,False,0.1123
Maus Tratos de Animal,Área Rural,0,9,1,2023-04-28 00:20:00,DCA (Criança e Adolescente),"Empoamento, Macrofotografia",False,False,0.1122
Estelionato,Hospital,2,16,1,2023-05-31 14:16:00,DEAM (Mulher),Macrofotografia,True,False,0.3195
Furto,DP,3,5,1,2023-10-15 09:11:00,DRFC (Furtos),"Luz forense/lanterna, Macrofotografia, Empoamento",True,True,0.424
Tráfico de Entorpecentes,Via Pública,2,11,3,2023-09-13 08:45:00,DHPP (Homicídios),Empoamento,False,False,0.165
Suicídio,Estabelecimento Comercial,0,73,2,2023-12-24 23:27:00,DRFC (Furtos),"Empoamento, Macrofotografia",True,False,0.3278
Exercício Arbitrário das Próprias Razões,Residência,4,62,3,2023-01-26 14:10:00,3ª DP,"Macrofotografia, Luz forense/lanterna",True,False,0.3196
Desmanche de Veículos,Hospital,2,20,1,,3ª DP,"Macrofotografia, Luz forense/lanterna",False,False,0.1324
Veículo Localizado (furtado ou roubado),Área Rural,3,30,0,2023-01-05 09:25:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna",True,True,0.461
Disparo de Arma de Fogo,Via Pública,6,70,2,2023-06-24 20:07:00,2ª DP,"Macrofotografia, Empoamento",True,False,0.5855
Roubo Com Estupro,Terreno Baldio,2,43,1,2023-10-13 09:44:00,DEAM (Mulher),Empoamento,True,False,0.809
Arremesso de Projétil,Área Rural,0,8,2,2023-08-06 11:38:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna",False,False,0.1841
Exercício Arbitrário das Próprias Razões,Hospital,4,10,1,2023-07-29 15:55:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia",False,False,0.1863
  Suicídio  ,Hospital,4,20,1,2023-07-21 21:31:00,2ª DP,Luz forense/lanterna,False,False,0.1905
Roubo,Pátio,8,63,0,2023-11-13 22:51:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Macrofotografia",1,True,0.5605
Violação de Domicílio,Terreno Baldio,7,35,2,2023-06-27 00:37:00,3ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.3167
Lesão Corporal,Residência,0,21,1,,DRFC (Furtos),Macrofotografia,True,True,0.7329
Explosão (com vítima),Hospital,1,15,0,2023-10-13 07:12:00,2ª DP,Empoamento,True,False,0.5259
Tentativa de Homicídio,Pátio,4,17,0,2023-11-16 18:44:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.8433
Latrocínio e/ou Tentativa de Latrocínio,DP,4,16,1,2023-03-24 12:24:00,DRFC (Furtos),"Macrofotografia, Empoamento",True,False,0.8172
Lesão Corporal,Residência,6,47,3,2023-01-02 23:49:00,DRFC (Furtos),"Empoamento, Macrofotografia",True,False,0.5156
Roubo Com Estupro,Via Pública,0,10,1,2023-09-09 06:11:00,2ª DP,Macrofotografia,True,False,0.8408
Latrocínio e/ou Tentativa de Latrocínio,Terreno Baldio,0,10,0,2023-02-24 23:33:00,2ª DP,"Macrofotografia, Luz forense/lanterna",True,False,0.8014
Tentativa de Homicídio,Área Rural,10,21,3,2023-03-17 10:42:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna",False,true,0.8948
Violação de Sepultura,Via Pública,1,53,0,2023-05-10 12:27:00,2ª DP,"Luz forense/lanterna, Empoamento",False,True,0.303
Eletroplessão,DP,1,75,2,2023-04-09 14:06:00,2ª DP,"Macrofotografia, Empoamento",True,True,0.4481
Feminicídio,DP,1,23,0,2023-07-15 11:05:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento, Macrofotografia",True,True,0.9686
Violação de Domicílio,DP,N/A,19,0,2023-06-06 09:34:00,DEAM (Mulher),Luz forense/lanterna,False,False,0.1689
Tentativa de Suicídio,Terreno Baldio,4,27,0,2023-05-09 12:08:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.3289
Roubo Com Estupro,DP,1,58,1,2023-07-18 11:03:00,1ª DP,"Luz forense/lanterna, Macrofotografia",True,False,0.828
Adulteração de Placa e/ou Lacre,Residência,6,8,3,2023-08-15 15:49:00,DEAM (Mulher),Luz forense/lanterna,False,False,0.1991
Afogamento,Estabelecimento Comercial,5,85,0,2023-07-03 11:34:00,3ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.167
Furto d'água,Via Pública,2,15,0,2023-07-20 09:09:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna",False,True,0.3321
Furto,Estabelecimento Comercial,2,6,3,2023-04-27 03:51:00,DHPP (Homicídios),Empoamento,True,False,0.3347
Feto Encontrado,Área Rural,0,74,1,2023-05-04 10:50:00,3ª DP,Empoamento,False,False,0.711
Roubo Com Estupro,Residência,1,15,0,2023-06-17 20:00:00,1ª DP,"Empoamento, Macrofotografia",False,True,0.8251
Adulteração de Placa e/ou Lacre,Estabelecimento Comercial,2,5,0,2023-12-18 18:11:00,1ª DP,Macrofotografia,False,True,0.2717
Tentativa de Suicídio,Área Rural,4,10,0,2023-10-30 05:55:00,2ª DP,"Empoamento, Luz forense/lanterna",False,False,0.1434
Desmanche de Veículos,Área Rural,1,8,0,2023-05-22 21:24:00,DRFC (Furtos),"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.1782
Suicídio,Terreno Baldio,0,76,0,2023-09-02 00:55:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna",False,False,0.1078
Exercício Arbitrário das Próprias Razões,DP,3,14,0,2023-10-19 23:23:00,DCA (Criança e Adolescente),Empoamento,True,True,0.4729
Disparo de Arma de Fogo,Terreno Baldio,4,30,0,2023-08-14 21:16:00,1ª DP,"Luz forense/lanterna, Macrofotografia",True,True,0.6874
Aborto,Estabelecimento Comercial,1,7,0,2023-03-15 08:09:00,DHPP (Homicídios),"Macrofotografia, Empoamento",True,False,0.2993
Furto em Interior de Veículo,DP,0,16,2,2023-08-05 20:37:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.1167
Tráfico de Entorpecentes,Residência,0,22,3,2023-01-05 18:01:00,DHPP (Homicídios),Luz forense/lanterna,True,True,0.4465
Tentativa de Suicídio,Terreno Baldio,3,10,2,2023-04-17 11:09:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna",True,False,0.291
Estelionato,Pátio,1,22,1,2023-07-25 03:25:00,1ª DP,"Luz forense/lanterna, Macrofotografia",False,False,0.1406
Infanticídio,Pátio,0,9,3,,3ª DP,"Empoamento, Macrofotografia",True,True,1.0
Feminicídio,Via Pública,1,5,2,2023-11-27 07:49:00,2ª DP,"Empoamento, Macrofotografia",False,False,0.7223
Roubo Com Estupro,Hospital,0,23,3,2023-01-27 16:48:00,3ª DP,"Luz forense/lanterna, Empoamento",False,True,0.8645
Feminicídio,Hospital,1,49,3,2023-01-24 17:32:00,DEAM (Mulher),Macrofotografia,True,False,0.8293
Afogamento,Residência,6,52,1,2023-07-19 08:45:00,DEAM (Mulher),Luz forense/lanterna,True,True,0.4643
  Lesão Corporal  ,Pátio,0,18,0,2023-03-16 02:41:00,DHPP (Homicídios),Macrofotografia,True,False,0.5804
Pichação,Terreno Baldio,0,35,2,2023-04-24 16:44:00,2ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.1768
Disparo de Arma de Fogo,Área Rural,13,24,3,2023-03-05 07:09:00,2ª DP,"Luz forense/lanterna, Macrofotografia",True,False,0.5136
Incêndio (sem vítima),Estabelecimento Comercial,9,12,1,2023-03-07 05:03:00,DEAM (Mulher),Empoamento,False,False,0.1252
Pichação,Via Pública,1,11,1,2023-02-02 12:08:00,2ª DP,"Macrofotografia, Empoamento",False,True,0.2722
Explosão (sem vítima),Hospital,3,8,0,2023-05-28 12:05:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.3443
Latrocínio e/ou Tentativa de Latrocínio,Via Pública,0,7,0,2023-05-15 18:37:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia",False,True,0.839
Feto Encontrado,Pátio,0,10,2,2023-04-30 05:30:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna",False,True,0.8465
Furto d'água,Terreno Baldio,6,13,5,2023-07-11 17:41:00,3ª DP,"Luz forense/lanterna, Empoamento",True,False,0.3074
Furto Qualificado (arrombamento),Via Pública,2,64,1,2023-10-31 09:14:00,3ª DP,"Empoamento, Luz forense/lanterna",True,False,0.2689
Dano,Área Rural,1,11,1,2023-04-24 04:48:00,DRFC (Furtos),Macrofotografia,False,True,0.2707
Morte Aparentemente Natural,Pátio,4,10,6,2023-10-28 09:06:00,DEAM (Mulher),Empoamento,False,True,0.2668
Furto de Energia Elétrica ou Termodinâmica,Hospital,2,15,0,2023-10-06 18:06:00,1ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",False,True,0.3084
Afogamento,Residência,1,45,1,2023-05-11 21:37:00,DHPP (Homicídios),"Macrofotografia, Empoamento",True,True,0.449
Estelionato,Hospital,2,11,2,2023-07-15 10:20:00,dca (criança e adolescente),"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.1995
Local de Estupro e/ou Veículo Envolvido em Estupro,Área Rural,0,10,2,2023-02-25 22:16:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento",False,False,0.741
Dano,Residência,3,12,0,2023-10-26 17:21:00,2ª DP,Macrofotografia,True,False,0.2957
Adulteração de Placa e/ou Lacre,Hospital,0,22,4,2023-09-06 01:11:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.258
Furto em Interior de Veículo,Hospital,2,6,2,2023-08-03 11:39:00,2ª DP,Empoamento,False,False,0.1382
Explosão (sem vítima),Área Rural,0,12,3,2023-11-22 23:11:00,3ª DP,"Macrofotografia, Luz forense/lanterna",False,False,0.1108
Cadáver Encontrado,Via Pública,2,19,0,2023-07-23 22:22:00,3ª DP,"Luz forense/lanterna, Empoamento",False,False,0.1637
Tentativa de Homicídio,Residência,5,38,0,2023-04-18 07:22:00,DHPP (Homicídios),"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.6587
Furto d'água,Hospital,0,9,0,2023-03-08 15:16:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.1858
Homicídio,Pátio,0,11,1,2023-06-10 01:18:00,2ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",False,True,0.8943
Cadáver Encontrado,Via Pública,0,5,1,2023-04-10 21:06:00,2ª DP,"Luz forense/lanterna, Macrofotografia",True,False,0.3055
Roubo,Via Pública,0,81,2,2023-08-30 04:56:00,DCA (Criança e Adolescente),Luz forense/lanterna,False,False,0.4431
Arremesso de Projétil,Hospital,4,7,0,2023-01-04 13:28:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.3268
