Tipo_Pericia,Tipo_Local,Qtd_Objetos,Qtd_Fotos,Qtd_Fitas,Horario_Exame,Delegacia,Tecnica_Utilizada,Violencia_Domestica,Vitima_Idosa,Classificacao_Prioridade
Violação de Domicílio,Pátio,0,5,0,2023-07-12 00:40:00,DHPP (Homicídios),Macrofotografia,False,False,0.178
Adulteração de Placa e/ou Lacre,DP,1,54,1,2023-11-18 18:30:00,3ª DP,Luz forense/lanterna,True,True,0.4899
Ameaça,Via Pública,4,47,0,2023-03-18 05:43:00,2ª DP,"Luz forense/lanterna, Macrofotografia",False,True,0.2622
Arremesso de Projétil,Pátio,0,17,1,2023-04-15 09:53:00,DRFC (Furtos),"Empoamento, Macrofotografia, Luz forense/lanterna",True,True,0.4003
Explosão (sem vítima),Via Pública,0,41,0,2023-01-21 20:49:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento",False,False,0.1863
Homicídio,Terreno Baldio,7,9,0,2023-01-13 22:33:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia",False,False,0.6678
Receptação,Estabelecimento Comercial,0,24,0,2023-06-17 17:14:00,DRFC (Furtos),"Luz forense/lanterna, Macrofotografia",True,False,0.3199
Dano Seguido de Lesão Corporal,Área Rural,2,24,1,2023-05-23 10:37:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna",False,True,0.5673
Ossada Encontrada,Área Rural,0,49,0,2023-10-09 23:37:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.2684
Dano,Residência,10,23,3,2023-09-14 02:06:00,DEAM (Mulher),"Empoamento, Macrofotografia",True,False,0.2534
Local de Estupro e/ou Veículo Envolvido em Estupro,DP,1,43,1,2023-03-21 20:44:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna",True,False,0.838
Violação de Domicílio,Pátio,1,7,6,2023-11-09 13:11:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento",True,False,0.2725
Receptação,Terreno Baldio,0,12,0,2023-07-26 13:01:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.1649
Tentativa de Suicídio,Via Pública,7,58,1,2023-03-28 16:50:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.1726
Feto Encontrado,DP,0,27,2,2023-11-04 17:53:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento, Macrofotografia",True,True,1.0
Abandono de Incapaz,DP,0,13,0,2023-06-04 23:48:00,2ª DP,"Luz forense/lanterna, Empoamento",True,False,0.8342
Roubo,Residência,0,29,0,2023-12-11 08:35:00,DEAM (Mulher),Luz forense/lanterna,True,False,0.5618
Homicídio,Terreno Baldio,1,10,1,2023-06-18 03:02:00,DCA (Criança e Adolescente),Luz forense/lanterna,False,True,0.8086
Suicídio,Estabelecimento Comercial,0,7,0,2023-04-12 09:31:00,1ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.319
Marca em Animal,Residência,2,27,0,2023-04-03 00:39:00,1ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",True,True,0.4767
Afogamento,Terreno Baldio,6,8,1,2023-12-31 11:06:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia",True,False,0.2696
Morte Aparentemente Natural,Via Pública,1,15,3,2023-12-28 23:57:00,DHPP (Homicídios),"Empoamento, Macrofotografia",False,True,0.2828
Tentativa de Homicídio,Residência,6,9,1,2023-04-26 18:09:00,2ª DP,"Luz forense/lanterna, Empoamento",False,True,0.8601
Feminicídio,DP,0,49,0,2023-03-16 21:31:00,3ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.7131
Dano,Estabelecimento Comercial,0,18,0,2023-11-21 16:01:00,DCA (Criança e Adolescente),Empoamento,False,False,0.1732
Desmanche de Veículos,Via Pública,1,32,1,2023-09-12 10:07:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna",True,False,0.3232
Extorsão,Via Pública,0,5,4,2023-11-29 17:50:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.5547
Roubo Com Estupro,Pátio,1,9,1,2023-10-12 21:15:00,DHPP (Homicídios),"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.7086
Tráfico de Entorpecentes,Via Pública,8,17,0,2023-05-04 13:24:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Macrofotografia",True,False,0.2676
Roubo,Hospital,1,11,0,2023-06-13 22:57:00,DHPP (Homicídios),Luz forense/lanterna,True,True,0.6765
Ameaça,DP,0,22,3,2023-08-13 15:22:00,DHPP (Homicídios),"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.2896
Disparo de Arma de Fogo,Pátio,3,16,0,2023-11-14 17:41:00,1ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",False,True,0.5521
Violação de Sepultura,Terreno Baldio,2,42,0,2023-02-12 04:39:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento, Macrofotografia",True,True,0.403
Furto de Energia Elétrica ou Termodinâmica,Hospital,0,9,2,2023-08-31 10:10:00,DEAM (Mulher),Luz forense/lanterna,True,True,0.4891
Desmanche de Veículos,Residência,0,47,1,2023-12-02 04:50:00,1ª DP,"Macrofotografia, Empoamento",False,False,0.1591
Extorsão,DP,3,9,1,2023-05-28 23:22:00,DRFC (Furtos),"Empoamento, Macrofotografia",True,False,0.5408
Furto d'água,Pátio,9,47,3,2023-07-07 11:05:00,3ª DP,"Macrofotografia, Empoamento",True,True,0.4568
Infanticídio,Hospital,1,48,0,2023-03-14 16:19:00,1ª DP,Luz forense/lanterna,True,False,0.8689
Homicídio,Área Rural,3,22,1,2023-03-13 12:35:00,2ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",True,True,1.0
Desmanche de Veículos,Hospital,1,9,0,2023-07-27 19:46:00,DEAM (Mulher),Empoamento,True,True,0.4799
Suicídio,Terreno Baldio,1,44,0,2023-03-22 11:11:00,1ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,True,0.4411
Marca em Animal,DP,0,7,0,2023-11-19 15:52:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna",False,True,0.2803
Roubo,Residência,2,10,1,2023-12-17 23:34:00,1ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.4177
Arremesso de Projétil,Pátio,1,19,2,2023-05-08 12:14:00,DCA (Criança e Adolescente),Macrofotografia,True,True,0.4232
Dano Seguido de Lesão Corporal,Área Rural,5,6,0,2023-12-05 01:55:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.5212
Aborto,Pátio,0,7,0,2023-01-03 07:27:00,2ª DP,"Empoamento, Macrofotografia",False,False,0.1856
Suicídio,Estabelecimento Comercial,7,12,5,2023-03-01 05:36:00,1ª DP,Empoamento,False,False,0.1046
Tentativa de Suicídio,Pátio,0,22,1,2023-07-28 06:38:00,2ª DP,"Luz forense/lanterna, Macrofotografia",False,False,0.1767
Desmanche de Veículos,Residência,1,81,0,2023-05-31 12:55:00,1ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.3206
Ameaça,DP,1,11,0,2023-05-24 14:03:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.3286
Exercício Arbitrário das Próprias Razões,Pátio,2,22,1,2023-03-18 14:06:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia",True,True,0.4547
Feto Encontrado,Residência,5,33,0,2023-07-14 00:36:00,DCA (Criança e Adolescente),Macrofotografia,True,False,0.8339
Incêndio (com vítima),Estabelecimento Comercial,2,11,9,2023-01-11 02:18:00,DHPP (Homicídios),Macrofotografia,True,True,0.7286
Eletroplessão,Via Pública,0,6,4,2023-04-10 04:22:00,3ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.1466
Abandono de Incapaz,Área Rural,4,31,1,2023-10-26 02:28:00,3ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",False,True,0.8567
Arremesso de Projétil,Terreno Baldio,2,18,4,2023-06-16 14:57:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna, Macrofotografia",False,True,0.3173
Incêndio (sem vítima),DP,0,13,0,2023-08-20 18:39:00,2ª DP,Empoamento,False,False,0.1609
Dano Seguido de Lesão Corporal,Via Pública,5,20,0,2023-02-11 14:20:00,DEAM (Mulher),"Empoamento, Macrofotografia",True,False,0.5612
Maus Tratos de Animal,Residência,0,11,1,2023-10-31 18:34:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna",False,True,0.2814
Arremesso de Projétil,Área Rural,2,17,5,2023-06-19 09:19:00,DRFC (Furtos),"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.1274
Tentativa de Suicídio,Hospital,1,43,5,2023-10-23 20:33:00,DEAM (Mulher),"Macrofotografia, Empoamento",True,True,0.4877
Morte Aparentemente Natural,Estabelecimento Comercial,1,40,1,2023-02-24 18:50:00,2ª DP,"Empoamento, Luz forense/lanterna",True,False,0.2545
Latrocínio e/ou Tentativa de Latrocínio,Área Rural,3,8,5,2023-05-28 18:28:00,1ª DP,Macrofotografia,True,True,0.9589
Adulteração de Placa e/ou Lacre,Residência,6,10,0,2023-09-08 02:57:00,2ª DP,Empoamento,True,False,0.2974
Estelionato,Residência,0,23,1,2023-06-04 13:05:00,DRFC (Furtos),"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.1604
Dano Seguido de Lesão Corporal,Hospital,3,12,2,2023-08-17 19:37:00,DHPP (Homicídios),"Macrofotografia, Empoamento",False,False,0.4176
Arremesso de Projétil,Residência,1,13,2,2023-09-20 17:00:00,DHPP (Homicídios),Macrofotografia,False,False,0.1132
Arremesso de Projétil,Hospital,2,29,0,2023-02-18 16:51:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna, Empoamento",False,True,0.318
Incêndio (sem vítima),Terreno Baldio,2,27,0,2023-12-30 07:40:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.2728
Roubo,Hospital,0,13,0,2023-01-07 05:58:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.5495
Cadáver Encontrado,Estabelecimento Comercial,1,8,3,2023-08-11 08:05:00,3ª DP,Macrofotografia,False,True,0.2995
Explosão (com vítima),DP,2,33,0,2023-01-17 20:41:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna",False,False,0.3835
Homicídio,Via Pública,1,27,1,2023-10-07 12:30:00,DCA (Criança e Adolescente),"Empoamento, Macrofotografia",True,False,0.8258
Roubo Com Estupro,Área Rural,1,13,1,2023-02-25 12:28:00,2ª DP,Macrofotografia,False,True,0.8213
Tráfico de Entorpecentes,DP,3,29,2,2023-08-24 18:05:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna",False,False,0.1662
Suicídio,Hospital,0,5,1,2023-11-10 17:02:00,2ª DP,"Empoamento, Luz forense/lanterna",True,False,0.3127
Dano Seguido de Lesão Corporal,Residência,1,11,0,2023-11-03 06:01:00,DEAM (Mulher),"Macrofotografia, Empoamento",True,False,0.5825
Receptação,Hospital,8,63,2,2023-06-27 10:43:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento",False,True,0.2848
Ossada Encontrada,DP,1,17,2,2023-03-23 10:29:00,2ª DP,"Luz forense/lanterna, Empoamento",True,False,0.2717
Roubo,Residência,1,16,0,2023-09-05 19:16:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.3617
Morte Aparentemente Natural,Via Pública,0,28,4,2023-08-03 03:33:00,DEAM (Mulher),"Macrofotografia, Empoamento, Luz forense/lanterna",True,True,0.4417
Explosão (sem vítima),Área Rural,2,10,3,2023-05-15 12:22:00,3ª DP,Luz forense/lanterna,True,True,0.4647
Ossada Encontrada,Hospital,3,18,1,2023-12-20 06:28:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna",True,True,0.4052
Feminicídio,Residência,3,7,4,2023-11-25 01:11:00,DEAM (Mulher),Luz forense/lanterna,True,False,0.8237
Local de Estupro e/ou Veículo Envolvido em Estupro,Via Pública,0,18,1,2023-05-20 11:27:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna",True,False,0.8305
Furto d'água,Pátio,5,45,0,2023-04-03 03:28:00,1ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.2818
Adulteração de Placa e/ou Lacre,Hospital,10,22,0,2023-10-10 15:03:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna",False,True,0.3415
Desmanche de Veículos,Residência,0,7,3,2023-06-28 05:54:00,DEAM (Mulher),Luz forense/lanterna,False,False,0.1691
Abandono de Incapaz,Pátio,5,26,1,2023-12-09 14:41:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento",False,False,0.69
Receptação,Residência,9,36,1,2023-08-05 10:52:00,1ª DP,Empoamento,True,False,0.2582
Abandono de Incapaz,Pátio,0,5,1,2023-10-16 23:11:00,3ª DP,Empoamento,True,False,0.8013
Ossada Encontrada,Área Rural,1,65,3,2023-07-25 23:02:00,1ª DP,Macrofotografia,False,False,0.147
Infanticídio,Terreno Baldio,0,12,0,2023-10-16 00:00:00,DRFC (Furtos),Luz forense/lanterna,True,False,0.8959
Furto Qualificado (arrombamento),Pátio,0,89,3,2023-12-24 19:14:00,DRFC (Furtos),Empoamento,False,True,0.2916
Explosão (com vítima),DP,1,44,0,2023-03-13 06:56:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.5551
Tentativa de Homicídio,Residência,0,22,0,2023-07-24 19:16:00,DHPP (Homicídios),Macrofotografia,True,True,0.9766
Ossada Encontrada,Estabelecimento Comercial,3,16,1,2023-09-16 10:49:00,3ª DP,Luz forense/lanterna,True,False,0.3079
Receptação,Área Rural,1,36,3,2023-07-14 16:36:00,DHPP (Homicídios),"Empoamento, Macrofotografia",False,True,0.3484
Local de Estupro e/ou Veículo Envolvido em Estupro,Área Rural,0,49,1,2023-10-13 10:03:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna",False,True,0.8573
Feto Encontrado,Área Rural,3,44,0,2023-07-21 20:48:00,DCA (Criança e Adolescente),Empoamento,False,True,0.8274
Aborto,Estabelecimento Comercial,0,26,5,2023-08-27 11:16:00,3ª DP,Macrofotografia,True,False,0.3346
Lesão Corporal,Área Rural,0,43,6,2023-01-24 01:04:00,DRFC (Furtos),Empoamento,True,True,0.655
Furto,Hospital,2,9,1,2023-12-09 19:50:00,1ª DP,"Empoamento, Macrofotografia",False,False,0.1513
Desmanche de Veículos,Estabelecimento Comercial,4,7,0,2023-11-10 20:06:00,DHPP (Homicídios),Empoamento,True,False,0.3319
Ossada Encontrada,Via Pública,2,21,1,2023-11-25 11:09:00,DHPP (Homicídios),"Empoamento, Macrofotografia, Luz forense/lanterna",False,True,0.2981
Violação de Sepultura,Residência,0,56,0,2023-05-06 01:55:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.1661
Feminicídio,Terreno Baldio,0,31,4,2023-06-23 06:11:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento",True,False,0.8003
Lesão Corporal,Estabelecimento Comercial,2,31,0,2023-06-13 11:14:00,DEAM (Mulher),Empoamento,False,True,0.5472
Explosão (sem vítima),Estabelecimento Comercial,1,39,1,2023-12-12 19:19:00,DEAM (Mulher),Macrofotografia,False,True,0.323
Roubo,Estabelecimento Comercial,7,55,0,2023-01-04 14:24:00,3ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.4473
Infanticídio,Hospital,0,5,8,2023-01-03 06:33:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia, Empoamento",False,True,0.8523
Roubo,Residência,0,25,2,2023-03-14 14:24:00,1ª DP,"Macrofotografia, Empoamento",False,False,0.3584
Local de Estupro e/ou Veículo Envolvido em Estupro,Pátio,1,52,1,2023-07-11 10:15:00,DHPP (Homicídios),"Macrofotografia, Empoamento",False,False,0.6658
Marca em Animal,Área Rural,7,32,3,2023-02-24 21:36:00,DCA (Criança e Adolescente),"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.1978
Pichação,Pátio,2,5,3,2023-04-08 16:10:00,3ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.3306
Suicídio,Área Rural,0,33,1,2023-11-14 20:40:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.2588
Aborto,Terreno Baldio,0,23,2,2023-01-30 07:36:00,3ª DP,"Luz forense/lanterna, Macrofotografia",False,True,0.315
Morte Aparentemente Natural,DP,0,15,6,2023-10-29 23:12:00,3ª DP,Macrofotografia,False,False,0.1651
Exercício Arbitrário das Próprias Razões,Terreno Baldio,3,14,6,2023-06-05 04:57:00,3ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.1729
Afogamento,Área Rural,4,14,0,2023-12-13 06:47:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.2825
Roubo Com Estupro,Pátio,2,18,1,2023-04-25 01:59:00,1ª DP,Luz forense/lanterna,False,True,0.8847
Suicídio,DP,10,26,0,2023-03-15 07:05:00,DEAM (Mulher),Luz forense/lanterna,True,False,0.2615
Eletroplessão,Pátio,4,45,0,2023-11-12 01:00:00,1ª DP,"Luz forense/lanterna, Empoamento",True,False,0.2503
Ameaça,Estabelecimento Comercial,3,12,0,2023-04-30 13:41:00,DRFC (Furtos),Macrofotografia,True,True,0.4807
Incêndio (sem vítima),Via Pública,3,16,12,2023-03-23 02:18:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento, Macrofotografia",False,True,0.3072
Cadáver Encontrado,Hospital,7,13,0,2023-04-24 20:49:00,3ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,True,0.3165
Violação de Sepultura,Estabelecimento Comercial,2,14,0,2023-12-21 09:11:00,DRFC (Furtos),"Macrofotografia, Empoamento",False,False,0.1963
Afogamento,Pátio,0,11,0,2023-09-21 05:59:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.1144
Eletroplessão,Hospital,0,58,1,2023-12-11 12:12:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.3146
Exercício Arbitrário das Próprias Razões,Pátio,1,19,0,2023-08-07 13:48:00,2ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,True,0.4675
Maus Tratos de Animal,Pátio,0,35,3,2023-03-07 03:02:00,DCA (Criança e Adolescente),Empoamento,True,True,0.4893
Desmanche de Veículos,Hospital,0,8,0,2023-08-13 22:32:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.1775
Extorsão,Área Rural,2,7,3,2023-05-23 13:21:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia, Empoamento",False,True,0.5278
Infanticídio,Hospital,0,28,0,2023-06-17 17:23:00,DRFC (Furtos),"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.7158
Roubo,Via Pública,1,69,0,2023-07-07 07:43:00,1ª DP,"Luz forense/lanterna, Macrofotografia",False,False,0.4289
Tentativa de Suicídio,Via Pública,0,15,4,2023-11-24 18:55:00,DHPP (Homicídios),Luz forense/lanterna,True,True,0.4902
Infanticídio,Terreno Baldio,1,6,3,2023-09-18 00:19:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna",False,False,0.7461
Furto,Residência,1,5,11,2023-03-24 16:09:00,1ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.2538
Estelionato,DP,5,27,0,2023-10-28 23:27:00,3ª DP,Macrofotografia,False,False,0.1373
Disparo de Arma de Fogo,Via Pública,2,18,0,2023-03-15 20:03:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.4401
Afogamento,Residência,1,25,8,2023-08-09 01:19:00,2ª DP,"Macrofotografia, Luz forense/lanterna",False,False,0.115
Aborto,Hospital,1,28,0,2023-07-28 20:49:00,3ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",False,True,0.2518
Roubo,Pátio,7,6,2,2023-10-06 08:38:00,DHPP (Homicídios),Luz forense/lanterna,True,False,0.5116
Tentativa de Homicídio,Hospital,7,10,1,2023-12-08 07:38:00,3ª DP,"Macrofotografia, Empoamento",True,False,0.8671
Furto em Interior de Veículo,Estabelecimento Comercial,0,43,3,2023-05-03 23:24:00,1ª DP,Luz forense/lanterna,False,False,0.1414
Feto Encontrado,Via Pública,1,7,0,2023-05-26 14:59:00,1ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",False,True,0.8011
Marca em Animal,Via Pública,0,43,1,2023-09-19 21:13:00,1ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,True,0.4206
Suicídio,Pátio,1,11,3,2023-08-07 02:19:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna, Empoamento",True,True,0.449
Roubo,Estabelecimento Comercial,2,181,1,2023-12-20 14:21:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.3981
Homicídio,Estabelecimento Comercial,0,7,1,2023-08-16 12:26:00,DEAM (Mulher),"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.8751
Pichação,Residência,1,27,0,2023-07-26 05:31:00,DCA (Criança e Adolescente),"Empoamento, Macrofotografia, Luz forense/lanterna",True,True,0.4295
Local de Estupro e/ou Veículo Envolvido em Estupro,Área Rural,2,11,0,2023-08-20 06:18:00,1ª DP,Empoamento,True,True,0.9853
Desmanche de Veículos,DP,1,8,2,2023-12-11 11:48:00,2ª DP,Luz forense/lanterna,False,True,0.329
Feto Encontrado,Área Rural,1,8,0,2023-12-23 13:32:00,2ª DP,"Luz forense/lanterna, Macrofotografia",True,True,0.9557
Abandono de Incapaz,Terreno Baldio,1,56,4,2023-08-15 07:31:00,DCA (Criança e Adolescente),"Empoamento, Macrofotografia",False,False,0.742
Furto de Energia Elétrica ou Termodinâmica,Área Rural,2,37,2,2023-01-30 04:10:00,3ª DP,"Macrofotografia, Luz forense/lanterna",True,False,0.3392
Suicídio,Estabelecimento Comercial,0,10,0,2023-06-28 00:53:00,DRFC (Furtos),"Macrofotografia, Empoamento",True,False,0.3363
Explosão (com vítima),Residência,1,18,0,2023-10-14 03:24:00,DHPP (Homicídios),Empoamento,True,True,0.735
Ameaça,Estabelecimento Comercial,2,63,1,2023-10-20 23:13:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento",True,False,0.2867
Dano,DP,1,28,0,2023-11-04 01:11:00,2ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,True,0.4763
Furto d'água,Terreno Baldio,1,13,3,2023-02-17 09:15:00,3ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.1776
Local de Estupro e/ou Veículo Envolvido em Estupro,Residência,0,25,1,2023-08-21 13:27:00,3ª DP,"Empoamento, Macrofotografia",True,True,1.0
Roubo,DP,7,19,0,2023-09-27 23:36:00,DEAM (Mulher),"Empoamento, Macrofotografia",False,True,0.5791
Violação de Sepultura,Residência,7,33,1,2023-12-14 12:54:00,3ª DP,Empoamento,False,True,0.2527
Dano Seguido de Lesão Corporal,Terreno Baldio,2,37,3,2023-07-19 05:20:00,3ª DP,"Empoamento, Macrofotografia",False,False,0.4298
Ameaça,Residência,3,14,1,2023-11-13 09:04:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento",True,False,0.3157
Dano Seguido de Lesão Corporal,Pátio,4,6,5,2023-08-29 12:47:00,DCA (Criança e Adolescente),Macrofotografia,False,False,0.4308
Furto em Interior de Veículo,Pátio,10,5,0,2023-10-23 13:32:00,DEAM (Mulher),Luz forense/lanterna,True,True,0.4458
Tráfico de Entorpecentes,Terreno Baldio,2,5,0,2023-06-22 17:54:00,DHPP (Homicídios),Empoamento,False,True,0.2562
Roubo Com Estupro,Via Pública,2,37,0,2023-12-18 12:40:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento",False,False,0.6952
Explosão (com vítima),Via Pública,6,12,1,2023-07-16 01:07:00,3ª DP,Macrofotografia,True,True,0.6607
Receptação,Via Pública,4,18,0,2023-06-23 22:24:00,DHPP (Homicídios),"Empoamento, Macrofotografia",True,False,0.2739
Feminicídio,Residência,1,16,3,2023-07-13 16:11:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.8974
Explosão (com vítima),Via Pública,0,63,0,2023-02-17 18:30:00,3ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",False,True,0.5714
Furto,Terreno Baldio,0,6,1,2023-07-12 10:13:00,3ª DP,"Macrofotografia, Empoamento",False,False,0.1184
Feminicídio,Hospital,0,12,0,2023-08-29 19:51:00,2ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.7427
Explosão (sem vítima),Residência,3,60,1,2023-08-19 09:58:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna",True,False,0.2505
Violação de Domicílio,Terreno Baldio,9,16,0,2023-02-20 02:33:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna",False,False,0.159
Afogamento,DP,4,43,2,2023-09-18 07:17:00,1ª DP,Empoamento,True,False,0.3093
Estelionato,Estabelecimento Comercial,0,54,1,2023-10-04 11:47:00,3ª DP,Macrofotografia,True,False,0.3298
Local de Estupro e/ou Veículo Envolvido em Estupro,Residência,1,6,1,2023-10-19 12:59:00,2ª DP,Empoamento,True,True,0.9661
Roubo,Pátio,4,13,1,2023-01-20 12:44:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna",False,False,0.3856
Infanticídio,Pátio,2,20,3,2023-05-28 19:46:00,3ª DP,Luz forense/lanterna,False,True,0.881
Estelionato,Terreno Baldio,3,27,1,2023-02-14 02:51:00,2ª DP,"Macrofotografia, Luz forense/lanterna",False,False,0.1467
Abandono de Incapaz,Pátio,2,11,3,2023-04-09 08:30:00,DCA (Criança e Adolescente),"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.8749
Afogamento,Pátio,0,15,8,2023-07-01 05:15:00,DRFC (Furtos),Macrofotografia,True,False,0.3381
Dano Seguido de Lesão Corporal,Pátio,0,28,0,2023-04-22 23:32:00,1ª DP,Macrofotografia,True,False,0.5427
Lesão Corporal,Área Rural,0,8,2,2023-04-03 00:44:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Macrofotografia, Empoamento",False,True,0.5812
Eletroplessão,Área Rural,0,5,1,2023-08-03 15:19:00,3ª DP,"Empoamento, Macrofotografia",False,False,0.1351
Lesão Corporal,Via Pública,5,8,6,2023-03-25 01:39:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.4051
Aborto,Hospital,1,32,0,2023-11-10 16:17:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna",True,True,0.4349
Infanticídio,DP,1,18,0,2023-02-20 23:48:00,DEAM (Mulher),"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.7206
Furto de Energia Elétrica ou Termodinâmica,Pátio,0,7,0,2023-02-11 08:28:00,DEAM (Mulher),Empoamento,True,False,0.2517
Abandono de Incapaz,Pátio,2,48,0,2023-03-19 01:52:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia",True,True,1.0
Marca em Animal,Pátio,10,33,2,2023-08-18 08:21:00,3ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",True,True,0.4268
Maus Tratos de Animal,Hospital,3,39,0,2023-12-04 06:41:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna, Empoamento",False,True,0.3058
